Rowid_,SAMPLE_POINTS,X,Y,CORRECTSEQ,COMBINED_C,COMBINED_PH,COMBINED_CEC,COMBINED_BD,WC2_0_BIO_10M_01,WC2_0_BIO_10M_04,WC2_0_BIO_10M_06,WC2_0_BIO_10M_11,WC2_0_BIO_10M_13,WC2_0_BIO_10M_16
,35,901619.229571069474332,5423298.304902020841837,1.518182994983922,99.721358713463090,54.156111600671409,32.531751348564327,255.000000000000000,6.110919146315362,784.940343047376018,-10.994539976752831,-3.395781352262543,91.366381869867041,260.572587526220843
,36,900193.753440816071816,5427463.411329926922917,1.135293440746832,98.242334784442448,57.988722771032144,39.973553033194577,255.000000000000000,5.869772407402925,778.300222649231500,-10.954155879352523,-3.528907187803792,93.134539416736743,266.993750847658362
,37,897813.864429320674390,5404139.602544544264674,1.366805235066186,91.720381965853193,57.000000000000000,42.622395632280913,255.000000000000000,5.593728212162807,768.829290749506981,-11.066171521136200,-3.669925413760182,87.962384546542637,251.619362892734387
,38,885009.600982279283926,5426404.122498555108905,0.929248154163361,92.738723754882813,59.350607414642987,38.509650033965599,255.000000000000000,5.827269913868112,781.596156826535434,-11.049624999232371,-3.605428653600249,83.242126667881564,238.393957932799140
,39,900424.385150677291676,5427739.230368688702583,1.256943610020461,98.494168924885997,57.580671949677480,38.549392509118370,255.000000000000000,5.864381912515383,778.057566751704144,-10.949907365150599,-3.530542621714005,93.397147040767294,267.796937369464445
,40,887092.152256767731160,5429891.726162050850689,0.929248154163361,92.738723754882827,61.866607982138923,31.472184077721561,255.000000000000000,5.888712730817435,782.603920882353236,-11.009852090160974,-3.560487953369620,85.223995733812188,244.304132692196163
,41,892926.936063986970112,5431272.682146493345499,0.929248154163361,92.738723754882813,58.466254369432207,32.703632944105436,255.000000000000000,5.730198778230876,776.811848979309730,-10.965100304547205,-3.634087080234166,90.460991448938358,260.253751960944840
,42,868609.041727344389074,5444792.738357342779636,1.121340155601501,84.014358520507798,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,6.353780132381279,798.766254320772077,-10.955690152828520,-3.331129028049400,76.836318451511914,217.744926491853050
,43,870339.729431181913242,5441062.118349503725767,1.121340155601502,84.014358520507813,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,6.782668625007281,808.893229804762086,-10.928593215893805,-3.061308408560689,73.351466735881687,205.900951938047854
,44,877797.356845202739350,5449945.952159808948636,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,6.541376512134129,802.205747943394272,-10.938013044049329,-3.197036141676012,81.764199981903005,233.846402061648234
,45,869186.190741877770051,5445411.363377644680440,1.121340155601501,84.014358520507813,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,6.330452863759011,798.092602770645726,-10.958985344484173,-3.344161135906217,77.468735282762111,219.870716535623387
,46,863167.663021659711376,5444384.324159380979836,1.111818846572929,84.014358520507798,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,6.062302395875086,793.065461598291677,-10.983732940877669,-3.533766559476499,76.368502001799982,216.433882579275974
,47,870177.792820844100788,5437807.367122624069452,1.094629671806655,84.014358520507813,62.000000000000000,37.092454544326039,255.000000000000000,6.840031203644458,810.358919984007230,-10.926987352495736,-3.025492197342692,72.001422382335647,201.481773861940781
,48,862032.739872644306161,5445087.792484775185585,0.724247239319753,87.004341225162619,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,5.913871103130840,789.770106949567889,-11.003886879712294,-3.631710528395571,77.169841061566586,219.209736521335003
,49,893327.990492729470134,5438687.611364303156734,-9999.000000000000000,-9999.000000000000000,60.431758028815892,38.087901249516577,255.000000000000028,5.734226836103237,776.854145435934470,-10.903178974599491,-3.624340677633795,92.919332846679097,268.083066512813389
,50,878927.447631599381566,5416185.455157041549683,0.762022912502289,75.170936584472656,61.937193569094994,32.056114578254721,255.000000000000000,5.913683946282712,786.037489246759492,-11.142770263428211,-3.574554128527718,76.706728592208364,218.324297619582808
,51,869581.489608450792730,5422309.762436604127288,0.762022912502289,75.170936584472656,64.141854781958045,31.560313444045278,255.000000000000028,6.638032624321518,805.746475083727205,-10.957179942415685,-3.143317155131359,69.855269625581130,195.436052633207510
,52,892595.556595713715069,5440339.101545215584338,0.762022912502289,75.170936584472656,64.000000000000000,32.462343986021679,255.000000000000000,5.781872456447779,778.560437527198587,-10.898704393980765,-3.600769033899505,92.661098820501437,267.338870211470692
,53,866299.383387627778575,5406192.197414321824908,0.762022912502289,75.170936584472656,-9999.000000000000000,-9999.000000000000000,154.304997709766639,7.396875628045901,824.444960086248557,-10.922496994584840,-2.692425178998770,64.833129529794917,176.940694176571355
,54,864601.991262322990224,5422731.142808078788221,0.762022912502289,75.170936584472656,60.936601589785994,32.484648603560203,255.000000000000000,7.031768966148613,816.312736410993011,-10.913702252611598,-2.913353344550913,66.302559713813878,183.470456376045433
,55,882853.458678257302381,5427686.337354872375727,0.865989678398015,92.141632179684692,62.138409034896782,44.372441947837288,255.000000000000000,5.974936892954200,786.040537713298818,-11.051545462152212,-3.523692675373003,81.258332813478134,232.176323405628239
,56,860129.733796177431941,5387828.043688635341823,1.418797969818115,90.456436157226563,64.000000000000000,27.187957368836372,255.000000000000000,7.037220154103927,806.593610805437834,-10.727321815384840,-2.793432485495135,63.968776465438559,173.859670050893612
,57,848990.502456988906488,5379876.231895352713764,1.418797969818115,90.456436157226563,62.288757625164074,24.937459685727696,255.000000000000000,7.467987473378829,805.918063360123142,-10.368807804656752,-2.402118879125881,58.784157561696084,157.622948681104134
,58,858617.199940919294022,5363378.934478506445885,-9999.000000000000000,90.456436157226563,-9999.000000000000000,-9999.000000000000000,0.000000000000000,7.034903541844084,800.363851026936231,-10.591393757080979,-2.736742700194092,64.342249874762189,172.217685587364343
,59,847832.606115185306408,5399094.332700134254992,1.418797969818115,90.456436157226577,58.819177455729900,34.583494133370522,255.000000000000000,6.706067631046190,792.610405751854159,-10.485897809871400,-2.889956547910956,62.504761188840490,169.177732733255027
,60,849017.636552990530618,5397718.041735908016562,1.418797969818115,90.456436157226563,58.230077187619756,29.010327954046161,255.000000000000000,6.868937748488770,795.406685606641986,-10.447788125196169,-2.777993467217353,62.090029510180010,167.896376561006377
,61,856244.777070072363131,5402316.504683384671807,1.418797969818115,90.456436157226563,62.752777731057336,26.296317237235648,255.000000000000000,7.696526631048366,810.517510014585355,-10.238239768191187,-2.195859123530866,61.121644796415389,164.437617433172534
,62,844965.779521100921556,5396919.522315029054880,1.418797969818115,90.456436157226563,57.855088325418542,29.923732116744223,255.000000000000000,6.547361050591181,789.554793928781578,-10.526600156920775,-3.004634739351687,62.186658075138368,168.307971337801774
,63,839529.838436785270460,5367574.385138292796910,2.129255533218384,110.440277099609375,60.133559301781808,29.349411766197544,255.000000000000000,6.833836928516536,796.684960125158796,-10.599652188376346,-2.892638872874657,58.296838354036680,155.093579858480354
,64,840818.693405368132517,5378724.523927660658956,2.129255533218384,110.440277099609361,59.000000000000000,26.975867385509456,255.000000000000000,7.018181794815567,795.415494074831713,-10.416213488275424,-2.689148856311061,58.197559708040849,155.345144688528023
,65,843895.614885415649042,5369247.613577352836728,2.129255533218384,110.440277099609375,62.420875322706529,37.316760165141815,255.000000000000028,7.575991490870535,810.870340884156803,-10.487678267771578,-2.391937075629300,57.153126986780819,151.231218927188849
,66,839177.990799534833059,5379834.529897010885179,2.129255533218384,110.440277099609375,59.352972242845951,27.826850854814246,255.000000000000028,6.677637255742150,788.762154256636904,-10.485453017695162,-2.917036914538143,59.055289007035718,158.035895803639335
,67,836381.788804906420410,5381612.648976193740964,2.129255533218384,109.623632175297615,58.527345444898508,26.097956570024536,255.000000000000000,6.071239501978284,777.278065198693980,-10.629451479326020,-3.329032532604985,60.697987923572036,163.084022324095599
,68,843960.777246199315414,5364220.328764755278826,-9999.000000000000000,-9999.000000000000000,62.172346248706624,36.364226597166862,255.000000000000000,7.565118826699561,813.373210087646385,-10.592828378468520,-2.444374586298126,57.290386999424072,151.209239753761636
,69,840199.204055965063162,5365890.919992459937930,2.129255533218384,110.440277099609375,61.504267483557143,36.308987081778014,254.999999999999972,6.959198748909633,799.893991939796024,-10.605025472244712,-2.821432711303220,58.041711093613642,154.153363271294438
,70,783703.055526153882965,5418572.168001151643693,1.138499855995178,93.087669372558594,60.440149673036416,26.715224530516288,255.000000000000000,4.392678703463088,788.144270124279501,-12.762526466785799,-5.222297909151277,55.983865991593831,148.104928383759926
,71,789178.548335448489524,5424166.896194335073233,1.182911880440501,77.117171720120183,62.002219567101491,28.629473552534250,255.000000000000000,4.771819714923910,806.349620464333952,-12.949603351513119,-5.141161804203083,54.123699792804821,142.483551411347349
,72,784147.122500908444636,5422276.895401418209076,1.138499855995178,93.087669372558594,63.876517512217504,27.811210877143481,255.000000000000000,4.529959201890223,800.042022525203265,-13.051762895719072,-5.279386125225729,55.005519333885076,145.105134270470899
,73,789900.007178247557022,5431512.540907764807343,1.138499855995178,93.087669372558580,63.941044544626052,27.569539323095157,255.000000000000000,5.070870483627741,822.991170226709414,-13.109318220143960,-5.110700288148918,52.655817679150445,137.490000782072457
,74,793455.141131176147610,5434414.887200305238366,1.175769002813526,87.900201257228943,60.000000000000000,32.487742083867310,255.000000000000000,5.313015182416918,825.874963612299553,-12.788860767304653,-4.910796109511125,52.267047064499842,136.093764061212880
,75,790315.811884248745628,5420048.815656263381243,1.091699771304562,83.586856876678027,58.943481830564998,27.328384891788691,255.000000000000000,4.659099304527832,797.132273695465074,-12.782199708566317,-5.105347179165406,54.821469228543855,144.928393761228250
,76,789324.708594868425280,5433463.025891087949276,1.138499855995178,93.087669372558594,65.596596887003784,24.079217141224859,255.000000000000000,5.120451551015861,827.888422977422010,-13.222939443260731,-5.140400953247362,52.292941958366420,136.269774127996840
,77,801882.722028770833276,5423697.959375929087400,1.344442367553711,68.999778747558594,63.216516148780578,30.847298115804062,255.000000000000028,5.183975058384200,806.714234866067272,-12.458824335856217,-4.725217446513822,54.440912064194009,144.372911545661566
,78,799802.483873825985938,5420168.364117845892906,1.344442367553711,68.999778747558580,64.531036023566315,44.636047826107955,254.999999999999972,4.994320065777638,800.632599309595889,-12.543014400311296,-4.823099164959782,54.666617255114033,144.928665240756288
,79,792446.369554700446315,5409757.136636293493211,1.309686639119346,68.999778747558594,61.585621042829068,30.588589911366903,255.000000000000000,4.801601522410935,791.805942767593365,-12.499601218273927,-4.859361879777696,53.871861309001872,142.541985813279467
,80,794532.317226615268737,5406222.267115190625191,1.032122616417499,72.823846083307885,62.865377887646147,31.625035640282793,255.000000000000000,4.938712826893800,792.703433850522629,-12.392764294034286,-4.728956909797345,53.242533824828428,140.749215760413477
,81,802184.686627899296582,5407806.027743537910283,1.227223632760426,68.999778747558594,62.415310596536457,34.599643300390120,255.000000000000000,5.304463509988844,803.732586541021078,-12.399872872395967,-4.546120154575505,52.493163307883840,138.814185939596257
,82,804013.157046567182988,5411699.843581773340702,1.344442367553711,71.028407654841331,60.481825654371967,32.214514995806105,254.999999999999972,5.260083225838116,802.583988621504432,-12.412928295599430,-4.579811308223513,53.367703971288989,141.350582189904316
,83,791943.080829235143028,5420159.869364453479648,1.334081506168806,68.999778747558594,58.696676698874519,34.590027431262406,254.999999999999972,4.716471358444186,798.506260884759286,-12.764140048405883,-5.071062134059440,54.601615247865880,144.348404192611639
,84,814933.890771338250488,5411070.155817601829767,0.694997429847717,92.087631225585938,63.323960006994554,32.023784094814381,255.000000000000028,5.319802697227083,805.299053765509257,-12.442426022878669,-4.536188767649126,57.404403148641343,154.494615557392535
,85,816870.199500761460513,5411928.494655149988830,0.694997429847717,92.087631225585938,63.168224050039250,32.419392697409798,255.000000000000000,5.331533875888661,806.908884695685401,-12.486039498836362,-4.545046731585027,58.246940664668870,157.258962499758780
,86,832646.251189545029774,5407473.040837854146957,0.589619266915912,99.176461871129163,55.077697086618585,26.390961103734472,255.000000000000000,4.084782839034577,735.445638248912587,-11.039796738930665,-4.616464135628352,73.793319864789993,204.622570631971257
,87,810528.469745145412162,5411702.100809598341584,0.694997429847717,92.087631225585938,59.300279087371337,30.935098692077950,255.000000000000000,5.356565342390915,805.956736619666231,-12.429180130686300,-4.523663289736622,55.218478969064101,147.470722973548334
,88,809681.395317370886914,5415749.787709660828114,0.694997429847717,91.012043064561027,58.055031032476123,31.055065075168596,255.000000000000000,5.309211261817644,805.946178112524876,-12.483547826808556,-4.578036944767207,55.416093491004553,147.912339680002333
,89,825293.672789452015422,5412732.391605060547590,0.694997429847717,92.087631225585938,64.101551380787001,25.534741776539779,255.000000000000000,4.365490444159239,760.663002942338153,-11.728224744963381,-4.754220805421953,69.325393545300159,191.242883397878984
,90,829149.523663183441386,5416294.681441069580615,0.694997429847717,92.087631225585952,59.803595058003602,28.842737388307828,255.000000000000000,3.743223339007445,733.001278013146930,-11.320561305734209,-4.927489157874407,76.264181389133398,212.569861289471703
,91,807303.731379988254048,5415506.774927126243711,0.766771422909482,91.702698086120648,58.683859644175982,30.899877500046109,255.000000000000000,5.244360221267188,802.197178820424483,-12.422508475579541,-4.590597181073078,54.775770287906354,145.643312951194048
,92,832456.009018306853250,5425700.518685452640057,0.803877294063568,76.210060119628906,59.000000000000000,28.741780108089415,255.000000000000000,4.348699592060856,751.930929230295419,-11.280831755797990,-4.628755939105257,74.137831897627777,206.067716904747016
,93,832149.620526664424688,5431246.395488359965384,0.803877294063568,76.210060119628906,59.692622480861431,41.873161145379726,255.000000000000000,4.660395118266951,764.865235667822958,-11.377629910834788,-4.529359249217691,72.482965305565912,201.002099591271389
,94,832667.267369541572407,5431241.714561525732279,0.803877294063568,76.210060119628906,60.000000000000000,42.119399260563675,255.000000000000000,4.731372149702629,766.450393167516836,-11.356119160687884,-4.482331805987561,72.141349375569476,200.020195433035781
,95,815316.366977947647683,5432050.181691618636250,0.803877294063568,76.210060119628906,58.609117999052877,31.224791154683892,255.000000000000000,5.983981460206307,831.803865526545792,-12.408785103941108,-4.294748799160093,55.933048127601012,150.612648490300160
,96,833500.412954675499350,5427057.000105194747448,0.803877294063568,76.210060119628920,59.604615589695747,32.298195072741102,255.000000000000000,4.592642247918307,759.180468098709639,-11.267780943583068,-4.499923240120109,72.845111070867688,202.194726759403778
,97,813782.090122556779534,5435081.071835005655885,0.803877294063568,76.210060119628906,60.492708646198011,31.492708646198007,255.000000000000000,6.014000640556557,832.841117801285009,-12.329208207961676,-4.282409354230447,55.542460233235772,149.347346493318355
,98,860063.476856997935101,5437111.195644837804139,0.560600640327277,96.885815422265381,58.000000000000000,33.980078636753689,255.000000000000000,6.499742536056167,805.708121394751856,-10.965176198088569,-3.293703713514025,70.203320878325698,196.291705730301913
,99,848416.656308149453253,5431558.665665696375072,0.510519981384277,99.373626708984361,61.022396126580027,26.262683112181584,255.000000000000000,6.376850537091620,804.429972252361949,-10.998525606749988,-3.408753577691841,66.524278948466133,184.330253420196414
,100,855613.874082829686813,5434280.045047470368445,1.093402266502380,93.073192513672822,60.049166913068007,33.948209395903390,255.000000000000000,6.509047998519121,807.480697384978839,-11.000145441961681,-3.315518297432932,68.554747935967299,191.316089189119907
,101,843464.267404992366210,5438110.318817591294646,0.510519981384277,99.373626708984375,62.999999999999993,41.588320258204817,224.192553030259916,6.140360416309663,800.920733180138541,-10.992419933848092,-3.594356170108631,66.901495278657848,186.067493509473394
,102,841212.246948417508975,5424977.011278672143817,0.510519981384277,99.373626708984375,56.645169041330675,29.504894418164572,255.000000000000000,5.676192868648373,784.962898280537729,-11.026494573914542,-3.815950486922936,66.768938332561561,183.917485148211682
,103,839174.592921800678596,5413174.763941468670964,0.510519981384277,99.373626708984375,58.371712551649281,30.966156668090960,255.000000000000000,5.155628512413708,765.639884355636468,-10.970682121708510,-4.022475790047100,68.802148671919952,189.375603168063094
,104,857072.577934971312061,5439099.257002826780081,0.510519981384277,99.373626708984375,59.000000000000007,35.182771399285343,188.983820056170316,6.193824842900892,799.849903168323181,-11.005256815301625,-3.511282307432879,71.153364178575373,199.907415517189946
,105,844164.649215805227868,5405422.809236385859549,1.093402266502380,91.281364440917969,59.345794619807428,33.677204959707581,255.000000000000028,6.091161500866357,784.661270341021122,-10.724367555225424,-3.370584878789646,64.212806693049203,174.806758111138720
,106,854126.222252950770780,5408344.529474074020982,1.105949860957222,91.281364440917969,60.397002439867038,29.258011526770389,255.000000000000000,7.589511170914610,816.074704151879132,-10.490172757651075,-2.381567031015613,61.059171761941556,164.644972960896609
,107,858049.775738637894392,5420833.621228440664709,1.093402266502380,91.281364440917969,61.069529996042021,33.396853391269225,255.000000000000000,7.607752463820550,831.227577312306948,-10.925830702719837,-2.581843869058997,62.166360225330052,169.421380284012656
,108,859308.817299821646884,5429980.154824797064066,1.093402266502380,91.281364440917969,60.665929710306528,40.593055681069558,255.000000000000000,6.887651792728668,814.700420660008490,-10.953391320826174,-3.044229139043675,67.088249858934503,186.008298419032599
,109,858824.022585552185774,5414588.685477362014353,1.093402266502380,91.281364440917969,64.000000000000000,28.221881573994324,254.999999999999972,7.613947595835223,826.071721127844739,-10.772722888405500,-2.501394942808172,62.198758610627898,169.016527320488564
,110,862925.187303050421178,5431309.893748840317130,0.954506665750398,89.340940766631405,59.327133912539921,41.099866781762735,255.000000000000000,6.818105782827092,811.924259208473813,-10.930130725977502,-3.066291709998131,68.470303473477685,190.369148606985448
,111,854201.274331494932994,5408742.663069925270975,1.093402266502380,91.281364440917969,60.803837753054744,32.030840851362235,255.000000000000000,7.608373587050452,816.970069168139389,-10.502397962343800,-2.376504067149439,61.010702064314891,164.512570009786288
,112,904894.362326932488941,5350653.985639285296202,1.612957119941711,107.218093872070313,59.232873829608948,39.088380686489472,255.000000000000000,7.198255911661528,802.434777802976555,-10.969494084553403,-2.580656300250428,80.273853417626626,223.715523602764478
,113,896166.662905962904915,5355864.300920647569001,1.612957119941711,107.218093872070327,61.000000000000000,26.673676409236307,255.000000000000028,6.627496781936236,790.318960723909299,-10.849052148962587,-2.939854860906050,79.414442110421405,221.814489617306833
,114,897976.523812859319150,5356225.185745511204004,1.612957119941711,107.218093872070313,60.000000000000000,29.900902063090868,255.000000000000000,6.654468447501817,790.745443143195075,-10.853875847428847,-2.922700689664386,80.140472925002399,224.070799259528229
,115,899160.100211167125963,5347595.471711525693536,1.612957119941711,107.218093872070313,58.971037776550055,35.972037231414241,255.000000000000028,7.206462569944518,803.945027476166274,-10.942882531094121,-2.589586392378307,77.374952535821635,214.396874257969017
,116,884608.565149006433785,5348430.859095424413681,1.612957119941711,107.218093872070313,61.677102678136478,30.527278687847822,255.000000000000000,7.669500296146309,824.483364623772218,-11.174316673202306,-2.460823099157065,71.339102608839340,193.054346978879494
,117,895734.186395182739943,5375895.196347541175783,1.612957119941711,107.218093872070313,58.921396207808442,38.515863541243846,255.000000000000000,5.667016374926278,766.173081083742773,-10.792682642558383,-3.507805864868542,84.914301528384115,241.591262667844205
,118,875109.304877933929674,5344775.858975874260068,1.612957119941711,107.218093872070298,60.449119573519447,32.912260674825134,255.000000000000000,7.087488455749708,803.380775245012728,-10.904109893622486,-2.734475549982011,69.751066481038734,188.098042597916617
,119,899183.915373912197538,5379890.724349860101938,1.555148821809518,92.917056599956624,58.194570630096479,35.582597797578558,255.000000000000000,5.646925194443281,765.967053007442246,-10.870141281865635,-3.534046556539002,87.246702243466316,248.690548257347018
,120,896529.844868613174185,5390099.648652133531868,1.514964938163757,91.124671936035142,59.000000000000000,39.649501154931862,255.000000000000000,5.443778570769831,761.791813571037210,-10.971452891786495,-3.677118418378034,87.246310315093808,249.623162647395560
