OBJECTID,OR_random_Merge,X,Y,wc2_0_bio_10m_02,wc2_0_bio_10m_03,wc2_0_bio_10m_04,wc2_0_bio_10m_05,wc2_0_bio_10m_06,wc2_0_bio_10m_07,wc2_0_bio_10m_08,wc2_0_bio_10m_09,wc2_0_bio_10m_10,wc2_0_bio_10m_11,wc2_0_bio_10m_12,wc2_0_bio_10m_13,wc2_0_bio_10m_14,wc2_0_bio_10m_15,wc2_0_bio_10m_16,wc2_0_bio_10m_17,wc2_0_bio_10m_18,wc2_0_bio_10m_19,Bare_ground_change_1982_2016__1_,Short_vegetation_change_1982_2016,Tree_canopy_change_1982_2016,gt30w140n90,wc2_0_bio_10m_01
11,11,-118.825914631628848,43.842902888529864,13.593270880480608,40.015517089329876,741.885985420013185,22.382999420166016,-11.586999893188477,33.969999313354492,-1.838375051816304,14.980374813079834,14.980374813079834,-3.229916691780090,369.000000000000000,50.000000000000000,14.000000000000000,34.190410295141689,136.000000000000000,53.000000000000000,53.000000000000000,125.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1803.000000000000000,5.601406225313743
12,12,-118.757554474622225,43.886361780606705,13.593270880480608,40.015517089329876,741.885985420013185,22.382999420166016,-11.586999893188477,33.969999313354492,-1.838375051816304,14.980374813079834,14.980374813079834,-3.229916691780090,369.000000000000000,50.000000000000000,14.000000000000000,34.190410295141689,136.000000000000000,53.000000000000000,53.000000000000000,125.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1646.000000000000000,5.601406225313743
13,13,-118.770967183161076,43.859126195052227,13.593270880480608,40.015517089329876,741.885985420013185,22.382999420166016,-11.586999893188477,33.969999313354492,-1.838375051816304,14.980374813079834,14.980374813079834,-3.229916691780090,369.000000000000000,50.000000000000000,14.000000000000000,34.190410295141689,136.000000000000000,53.000000000000000,53.000000000000000,125.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1535.000000000000000,5.601406225313743
14,14,-118.600768248058216,43.694465832466449,15.058749904235205,39.645504210426488,820.140295319098072,25.723749160766602,-12.259750366210938,37.983499526977539,-1.574458320935567,17.310958147048950,17.310958147048950,-2.888708392779032,305.000000000000000,42.000000000000000,11.000000000000000,36.468742478900268,116.000000000000000,43.000000000000000,43.000000000000000,106.000000000000000,6.000000000000000,-4.000000000000000,0.000000000000000,1472.000000000000000,7.094374959667523
15,15,-118.555097005811831,43.684125643299524,15.058749904235205,39.645504210426488,820.140295319098072,25.723749160766602,-12.259750366210938,37.983499526977539,-1.574458320935567,17.310958147048950,17.310958147048950,-2.888708392779032,305.000000000000000,42.000000000000000,11.000000000000000,36.468742478900268,116.000000000000000,43.000000000000000,43.000000000000000,106.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,1450.000000000000000,7.094374959667523
16,16,-118.359647070808023,43.825915449730928,16.188208242257435,40.837033188817465,836.971541796260794,27.267749786376953,-12.373250007629395,39.640999794006348,-1.121749957402547,18.417166550954182,18.651833216349285,-1.985166708628337,277.000000000000000,38.000000000000000,10.000000000000000,37.031423393991915,107.000000000000000,39.000000000000000,47.000000000000000,96.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1158.000000000000000,8.254708300034205
17,17,-118.695597958548490,43.824071344563151,13.758583393258354,40.258616339321236,745.021327060595013,22.906999588012695,-11.268500328063965,34.175499916076660,-1.590666810671489,15.393958330154419,15.393958330154419,-2.858416835467021,346.000000000000000,47.000000000000000,13.000000000000000,35.641327709180523,129.000000000000000,48.000000000000000,48.000000000000000,119.000000000000000,11.000000000000000,0.000000000000000,-8.000000000000000,1512.000000000000000,5.930374956844996
18,18,-118.585723220360421,43.865271640442643,15.495166788498560,39.717957077290187,830.716539584801353,26.307750701904297,-12.705249786376953,39.013000488281250,-1.695166587829590,17.569791793823242,17.569791793823242,-2.921374956766764,313.000000000000000,43.000000000000000,12.000000000000000,35.396410317536464,118.000000000000000,45.000000000000000,45.000000000000000,107.000000000000000,10.000000000000000,-7.000000000000000,0.000000000000000,1127.000000000000000,7.335520898302396
19,19,-118.641051881621365,43.871805775404141,15.495166788498560,39.717957077290187,830.716539584801353,26.307750701904297,-12.705249786376953,39.013000488281250,-1.695166587829590,17.569791793823242,17.569791793823242,-2.921374956766764,313.000000000000000,43.000000000000000,12.000000000000000,35.396410317536464,118.000000000000000,45.000000000000000,45.000000000000000,107.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1159.000000000000000,7.335520898302396
20,20,-118.493143230456610,43.860037780618711,14.704645792643229,39.150530074657645,813.375045230196974,25.467500686645508,-12.091750144958496,37.559250831604004,-1.662916660308838,17.120958248774212,17.120958248774212,-2.884958426157633,336.000000000000000,48.000000000000000,12.000000000000000,37.716692771648987,130.000000000000000,47.000000000000000,47.000000000000000,118.000000000000000,11.000000000000000,-8.000000000000000,-1.000000000000000,1158.000000000000000,6.966864506403605
21,21,-118.325990046323511,44.007496019355926,14.427895997961363,38.861972312718592,814.196376985541065,24.652750015258789,-12.473250389099121,37.126000404357910,-2.039291699727376,16.621874968210857,16.621874968210857,-3.489708423614502,355.000000000000000,51.000000000000000,13.000000000000000,37.913221735035037,138.000000000000000,51.000000000000000,51.000000000000000,126.000000000000000,10.000000000000000,0.000000000000000,-5.000000000000000,1420.000000000000000,6.414072883625825
22,22,-118.330140310458717,43.884098901018660,15.176687518755594,39.033183965278432,842.390716229012924,26.603250503540039,-12.278249740600586,38.881500244140625,-1.454666535059611,18.051791826883953,18.138624986012776,-2.621208349863688,304.000000000000000,44.000000000000000,11.000000000000000,39.608137207814764,121.000000000000000,42.000000000000000,53.000000000000000,108.000000000000000,0.000000000000000,0.000000000000000,-2.000000000000000,1147.000000000000000,7.748489638169606
23,23,-118.293180067633045,43.809650929997076,15.239895780881247,39.874399020522013,818.437933251387449,26.711500167846680,-11.508250236511230,38.219750404357910,-0.872291564941406,18.259708563486736,18.410916725794475,-1.689958333969116,289.000000000000000,41.000000000000000,10.000000000000000,38.143028515389815,113.000000000000000,40.000000000000000,49.000000000000000,101.000000000000000,6.000000000000000,-7.000000000000000,0.000000000000000,1320.000000000000000,8.199010511239370
24,24,-118.334685636642234,43.795834422393114,16.188208242257435,40.837033188817465,836.971541796260794,27.267749786376953,-12.373250007629395,39.640999794006348,-1.121749957402547,18.417166550954182,18.651833216349285,-1.985166708628337,277.000000000000000,38.000000000000000,10.000000000000000,37.031423393991915,107.000000000000000,39.000000000000000,47.000000000000000,96.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,1097.000000000000000,8.254708300034205
25,25,-118.445814359304620,44.076054826357961,13.240708336234093,39.420949728730363,743.462070916605853,21.469999313354492,-12.118000030517578,33.587999343872070,-2.502625068028768,14.376791556676229,14.376791556676229,-3.855666716893514,406.000000000000000,57.000000000000000,15.000000000000000,36.597539889325155,155.000000000000000,57.000000000000000,57.000000000000000,142.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,1736.000000000000000,4.965083288649718
26,26,-118.452983360674409,44.302223893217956,12.167833417654037,39.565365127914461,691.652611890732487,19.190999984741211,-11.562749862670898,30.753749847412109,-2.923041552305222,12.801375071207682,12.801375071207682,-4.053916543722153,485.000000000000000,68.000000000000000,17.000000000000000,37.041413450742944,186.000000000000000,67.000000000000000,67.000000000000000,171.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1890.000000000000000,3.893020898103714
27,27,-118.447116143982726,44.294366915953958,12.167833417654037,39.565365127914461,691.652611890732487,19.190999984741211,-11.562749862670898,30.753749847412109,-2.923041552305222,12.801375071207682,12.801375071207682,-4.053916543722153,485.000000000000000,68.000000000000000,17.000000000000000,37.041413450742944,186.000000000000000,67.000000000000000,67.000000000000000,171.000000000000000,0.000000000000000,0.000000000000000,-9.000000000000000,2121.000000000000000,3.893020898103714
28,28,-118.473303477158197,44.283557663299064,12.167833417654037,39.565365127914461,691.652611890732487,19.190999984741211,-11.562749862670898,30.753749847412109,-2.923041552305222,12.801375071207682,12.801375071207682,-4.053916543722153,485.000000000000000,68.000000000000000,17.000000000000000,37.041413450742944,186.000000000000000,67.000000000000000,67.000000000000000,171.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2321.000000000000000,3.893020898103714
29,29,-118.298584708814417,44.120443876114905,14.427895997961363,38.861972312718592,814.196376985541065,24.652750015258789,-12.473250389099121,37.126000404357910,-2.039291699727376,16.621874968210857,16.621874968210857,-3.489708423614502,355.000000000000000,51.000000000000000,13.000000000000000,37.913221735035037,138.000000000000000,51.000000000000000,51.000000000000000,126.000000000000000,12.000000000000000,0.000000000000000,-5.000000000000000,1508.000000000000000,6.414072883625825
30,30,-118.498920118680587,44.175483536406887,12.167833417654037,39.565365127914461,691.652611890732487,19.190999984741211,-11.562749862670898,30.753749847412109,-2.923041552305222,12.801375071207682,12.801375071207682,-4.053916543722153,485.000000000000000,68.000000000000000,17.000000000000000,37.041413450742944,186.000000000000000,67.000000000000000,67.000000000000000,171.000000000000000,0.000000000000000,-9.000000000000000,10.000000000000000,1707.000000000000000,3.893020898103714
31,31,-118.221490887134394,44.134510478421134,14.427895997961363,38.861972312718592,814.196376985541065,24.652750015258789,-12.473250389099121,37.126000404357910,-2.039291699727376,16.621874968210857,16.621874968210857,-3.489708423614502,355.000000000000000,51.000000000000000,13.000000000000000,37.913221735035037,138.000000000000000,51.000000000000000,51.000000000000000,126.000000000000000,10.000000000000000,0.000000000000000,-5.000000000000000,1351.000000000000000,6.414072883625825
32,32,-118.189672454462425,44.192668237861085,12.932604208588600,39.024447659330569,738.486796241370371,21.159999847412109,-11.979749679565430,33.139749526977539,-2.567333221435547,14.211625099182129,14.211625099182129,-3.900208234786987,441.000000000000000,62.000000000000000,16.000000000000000,36.253226372361894,168.000000000000000,63.000000000000000,63.000000000000000,154.000000000000000,7.000000000000000,0.000000000000000,-3.000000000000000,1402.000000000000000,4.803135486940543
33,33,-118.158784746656750,44.194754083628652,13.673895796140036,38.597384510057900,785.324368912307023,23.339000701904297,-12.088000297546387,35.427000999450684,-2.130083282788595,15.831833362579346,15.831833362579346,-3.570416649182638,387.000000000000000,55.000000000000000,14.000000000000000,37.015369498101599,149.000000000000000,56.000000000000000,56.000000000000000,136.000000000000000,7.000000000000000,0.000000000000000,-3.000000000000000,1505.000000000000000,5.849177042643229
34,34,-118.372702593879694,44.327769059019317,12.167833417654037,39.565365127914461,691.652611890732487,19.190999984741211,-11.562749862670898,30.753749847412109,-2.923041552305222,12.801375071207682,12.801375071207682,-4.053916543722153,485.000000000000000,68.000000000000000,17.000000000000000,37.041413450742944,186.000000000000000,67.000000000000000,67.000000000000000,171.000000000000000,0.000000000000000,22.000000000000000,-25.000000000000000,2011.000000000000000,3.893020898103714
35,35,-118.204806401560631,44.268500057109748,12.932604208588600,39.024447659330569,738.486796241370371,21.159999847412109,-11.979749679565430,33.139749526977539,-2.567333221435547,14.211625099182129,14.211625099182129,-3.900208234786987,441.000000000000000,62.000000000000000,16.000000000000000,36.253226372361894,168.000000000000000,63.000000000000000,63.000000000000000,154.000000000000000,0.000000000000000,7.000000000000000,-12.000000000000000,1647.000000000000000,4.803135486940543
36,36,-116.915911351142313,44.870443859425336,12.243687490622202,32.639606868999238,889.379335286981018,26.754499435424805,-10.757249832153320,37.511749267578125,-0.445958375930786,20.175458113352459,20.397999763488770,-1.575875043869019,505.000000000000000,71.000000000000000,15.000000000000000,42.436177174578660,201.000000000000000,59.000000000000000,72.000000000000000,188.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1059.000000000000000,9.413302054007849
37,37,-117.051774157652233,45.070597778157776,12.130979192753633,39.219487447966493,703.004090613783205,18.456499099731445,-12.474499702453613,30.930998802185059,-4.232916633288066,11.951499938964844,11.951499938964844,-5.135874986648560,593.000000000000000,72.000000000000000,22.000000000000000,30.275879738710277,201.000000000000000,85.000000000000000,85.000000000000000,188.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,1962.000000000000000,2.961697830508152
38,38,-117.012988931058658,44.943094171386747,13.173937305808067,35.310347736915631,855.863844710992112,24.997749328613281,-12.311249732971191,37.308999061584473,-1.556416630744934,18.164124965667725,18.347749869028728,-2.878791610399882,488.000000000000000,68.000000000000000,15.000000000000000,41.040999456197902,193.000000000000000,60.000000000000000,73.000000000000000,178.000000000000000,10.000000000000000,0.000000000000000,-7.000000000000000,1049.000000000000000,7.912843731542428
39,39,-117.035958401231198,44.805809217731621,12.938396175702414,34.634229691473450,863.705289822992427,27.127000808715820,-10.230250358581543,37.357251167297363,0.047333359718323,20.157083352406818,20.467999776204426,-0.808583339055379,445.000000000000000,66.000000000000000,13.000000000000000,45.966634926120399,186.000000000000000,52.000000000000000,63.000000000000000,173.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1004.000000000000000,9.691281219323477
40,40,-117.137642382218473,44.953391793580806,13.173937305808067,35.310347736915631,855.863844710992112,24.997749328613281,-12.311249732971191,37.308999061584473,-1.556416630744934,18.164124965667725,18.347749869028728,-2.878791610399882,488.000000000000000,68.000000000000000,15.000000000000000,41.040999456197902,193.000000000000000,60.000000000000000,73.000000000000000,178.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1290.000000000000000,7.912843731542428
41,41,-116.801684327377245,45.002833086355110,11.590687712033590,33.395580212488476,822.665518531055568,24.395250320434570,-10.312000274658203,34.707250595092773,-1.075791716575623,18.081583340962727,18.081583340962727,-2.108666658401489,530.000000000000000,66.000000000000000,18.000000000000000,33.957818491994445,189.000000000000000,70.000000000000000,70.000000000000000,177.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1052.000000000000000,7.745718777179718
42,42,-116.784508960098606,45.078336506150549,11.590687712033590,33.395580212488476,822.665518531055568,24.395250320434570,-10.312000274658203,34.707250595092773,-1.075791716575623,18.081583340962727,18.081583340962727,-2.108666658401489,530.000000000000000,66.000000000000000,18.000000000000000,33.957818491994445,189.000000000000000,70.000000000000000,70.000000000000000,177.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,548.000000000000000,7.745718777179718
43,43,-116.763270959399449,44.994596664631274,12.220937540133795,34.430752692862463,828.170958299248923,24.409999847412109,-11.084250450134277,35.494250297546387,-1.608916719754537,17.661333084106445,17.661333084106445,-2.612291773160299,551.000000000000000,75.000000000000000,17.000000000000000,38.553375117101844,209.000000000000000,68.000000000000000,68.000000000000000,197.000000000000000,-3.000000000000000,0.000000000000000,8.000000000000000,1319.000000000000000,7.269218678275744
44,44,-116.671730775544631,45.164396061934838,11.590687712033590,33.395580212488476,822.665518531055568,24.395250320434570,-10.312000274658203,34.707250595092773,-1.075791716575623,18.081583340962727,18.081583340962727,-2.108666658401489,530.000000000000000,66.000000000000000,18.000000000000000,33.957818491994445,189.000000000000000,70.000000000000000,70.000000000000000,177.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1877.000000000000000,7.745718777179718
45,45,-116.721542515870112,45.085341553638614,11.590687712033590,33.395580212488476,822.665518531055568,24.395250320434570,-10.312000274658203,34.707250595092773,-1.075791716575623,18.081583340962727,18.081583340962727,-2.108666658401489,530.000000000000000,66.000000000000000,18.000000000000000,33.957818491994445,189.000000000000000,70.000000000000000,70.000000000000000,177.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1433.000000000000000,7.745718777179718
46,46,-118.221913429522829,44.557890280831430,13.299020916223526,37.900555589664613,778.869659662601293,22.602500915527344,-12.486749649047852,35.089250564575195,-2.537458360195160,15.347041845321655,15.460041999816895,-3.763666649659475,409.000000000000000,56.000000000000000,16.000000000000000,35.067035907109954,155.000000000000000,62.000000000000000,77.000000000000000,141.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1280.000000000000000,5.777114624778430
47,47,-118.312978167655899,44.688069652435672,12.376687581340471,39.161156332315620,715.788524885709421,20.114999771118164,-11.489500045776367,31.604499816894531,-2.682583411534627,13.676916519800821,13.720708290735880,-3.737333456675211,508.000000000000000,70.000000000000000,18.000000000000000,36.782950888453726,194.000000000000000,70.000000000000000,88.000000000000000,179.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1346.000000000000000,4.662697844207287
48,48,-118.309106675791384,44.525091093090168,13.299020916223526,37.900555589664613,778.869659662601293,22.602500915527344,-12.486749649047852,35.089250564575195,-2.537458360195160,15.347041845321655,15.460041999816895,-3.763666649659475,409.000000000000000,56.000000000000000,16.000000000000000,35.067035907109954,155.000000000000000,62.000000000000000,77.000000000000000,141.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1385.000000000000000,5.777114624778430
49,49,-118.338982606519949,44.496006333462276,12.096854150295258,41.114996188317193,662.952738369669873,18.504249572753906,-10.917750358581543,29.421999931335449,-2.351541737715403,12.566499869028727,12.566499869028727,-3.458875159422556,512.000000000000000,72.000000000000000,18.000000000000000,37.252022161121381,197.000000000000000,70.000000000000000,70.000000000000000,181.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,1610.000000000000000,4.026510357856750
50,50,-118.350193541817816,44.648496115619423,12.925000117470821,39.158656039139935,735.746107299999835,21.109500885009766,-11.897250175476074,33.006751060485840,-2.726791699727376,14.159375349680582,14.278000235557556,-3.760958274205526,488.000000000000000,70.000000000000000,17.000000000000000,38.972997645222847,192.000000000000000,67.000000000000000,82.000000000000000,176.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,1595.000000000000000,4.984875079865257
51,51,-118.230512700958741,44.365283176325363,13.712062572749952,38.792994665931033,776.072172015671867,22.543249130249023,-12.803500175476074,35.346749305725098,-2.612041672070821,15.207166671752930,15.215541680653891,-3.875999967257182,395.000000000000000,54.000000000000000,15.000000000000000,35.009404675616246,149.000000000000000,59.000000000000000,74.000000000000000,136.000000000000000,0.000000000000000,7.000000000000000,-6.000000000000000,2133.000000000000000,5.566989612920831
52,52,-118.187771925221000,44.426159540401841,13.712062572749952,38.792994665931033,776.072172015671867,22.543249130249023,-12.803500175476074,35.346749305725098,-2.612041672070821,15.207166671752930,15.215541680653891,-3.875999967257182,395.000000000000000,54.000000000000000,15.000000000000000,35.009404675616246,149.000000000000000,59.000000000000000,74.000000000000000,136.000000000000000,14.000000000000000,-6.000000000000000,-7.000000000000000,1249.000000000000000,5.566989612920831
53,53,-118.406779068353444,44.384897476712126,12.096854150295258,41.114996188317193,662.952738369669873,18.504249572753906,-10.917750358581543,29.421999931335449,-2.351541737715403,12.566499869028727,12.566499869028727,-3.458875159422556,512.000000000000000,72.000000000000000,18.000000000000000,37.252022161121381,197.000000000000000,70.000000000000000,70.000000000000000,181.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1832.000000000000000,4.026510357856750
54,54,-118.350541679881985,44.350478020438914,12.096854150295258,41.114996188317193,662.952738369669873,18.504249572753906,-10.917750358581543,29.421999931335449,-2.351541737715403,12.566499869028727,12.566499869028727,-3.458875159422556,512.000000000000000,72.000000000000000,18.000000000000000,37.252022161121381,197.000000000000000,70.000000000000000,70.000000000000000,181.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2082.000000000000000,4.026510357856750
55,55,-118.294994043221664,44.347314396957472,13.712062572749952,38.792994665931033,776.072172015671867,22.543249130249023,-12.803500175476074,35.346749305725098,-2.612041672070821,15.207166671752930,15.215541680653891,-3.875999967257182,395.000000000000000,54.000000000000000,15.000000000000000,35.009404675616246,149.000000000000000,59.000000000000000,74.000000000000000,136.000000000000000,6.000000000000000,11.000000000000000,-19.000000000000000,1935.000000000000000,5.566989612920831
56,56,-118.120251786518793,44.433329390634469,14.633583356936773,38.218516199874756,834.005930186968158,25.052000045776367,-13.237250328063965,38.289250373840332,-2.360749999682108,16.988208293914795,16.988208293914795,-3.650958418846130,337.000000000000000,46.000000000000000,14.000000000000000,34.021270316070101,126.000000000000000,54.000000000000000,54.000000000000000,114.000000000000000,8.000000000000000,0.000000000000000,-5.000000000000000,1474.000000000000000,6.603791629274686
57,57,-118.097524258743135,44.367990365739388,14.633583356936773,38.218516199874756,834.005930186968158,25.052000045776367,-13.237250328063965,38.289250373840332,-2.360749999682108,16.988208293914795,16.988208293914795,-3.650958418846130,337.000000000000000,46.000000000000000,14.000000000000000,34.021270316070101,126.000000000000000,54.000000000000000,54.000000000000000,114.000000000000000,0.000000000000000,0.000000000000000,-4.000000000000000,1500.000000000000000,6.603791629274686
58,58,-118.206938378296400,44.343985162167257,13.712062572749952,38.792994665931033,776.072172015671867,22.543249130249023,-12.803500175476074,35.346749305725098,-2.612041672070821,15.207166671752930,15.215541680653891,-3.875999967257182,395.000000000000000,54.000000000000000,15.000000000000000,35.009404675616246,149.000000000000000,59.000000000000000,74.000000000000000,136.000000000000000,0.000000000000000,0.000000000000000,-12.000000000000000,1545.000000000000000,5.566989612920831
59,59,-118.206430569741372,44.295821972597139,12.932604208588600,39.024447659330569,738.486796241370371,21.159999847412109,-11.979749679565430,33.139749526977539,-2.567333221435547,14.211625099182129,14.211625099182129,-3.900208234786987,441.000000000000000,62.000000000000000,16.000000000000000,36.253226372361894,168.000000000000000,63.000000000000000,63.000000000000000,154.000000000000000,0.000000000000000,7.000000000000000,-12.000000000000000,1776.000000000000000,4.803135486940543
60,60,-118.137126140102509,44.382589606541387,14.633583356936773,38.218516199874756,834.005930186968158,25.052000045776367,-13.237250328063965,38.289250373840332,-2.360749999682108,16.988208293914795,16.988208293914795,-3.650958418846130,337.000000000000000,46.000000000000000,14.000000000000000,34.021270316070101,126.000000000000000,54.000000000000000,54.000000000000000,114.000000000000000,7.000000000000000,0.000000000000000,-5.000000000000000,1281.000000000000000,6.603791629274686
61,61,-118.012086036112862,44.490507774054322,14.633583356936773,38.218516199874756,834.005930186968158,25.052000045776367,-13.237250328063965,38.289250373840332,-2.360749999682108,16.988208293914795,16.988208293914795,-3.650958418846130,337.000000000000000,46.000000000000000,14.000000000000000,34.021270316070101,126.000000000000000,54.000000000000000,54.000000000000000,114.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1115.000000000000000,6.603791629274686
62,62,-117.955529383723160,44.441803551014630,14.109896024068197,37.657770873242896,830.533250924965614,24.719499588012695,-12.749250411987305,37.468750000000000,-2.172875086466471,17.011374950408936,17.011374950408936,-3.472416718800863,339.000000000000000,47.000000000000000,14.000000000000000,34.408766837032779,127.000000000000000,53.000000000000000,53.000000000000000,115.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,1593.000000000000000,6.700260440508525
63,63,-118.036911023136781,44.615546599728418,13.546062543988228,37.909109947826678,787.527936695308199,23.196500778198242,-12.536499977111816,35.733000755310059,-2.409583270549774,15.778708378473917,15.778708378473917,-3.630375007788340,395.000000000000000,53.000000000000000,15.000000000000000,33.510028594100831,146.000000000000000,61.000000000000000,61.000000000000000,133.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1610.000000000000000,5.983072948952516
